Domain,Company,Original_Name,PE Firm,Year,Source
williamfharrah.com,William F. Harrah,William F. Harrah,Harrah's Entertainment,Unknown,Wikipedia
harrahsatlanticcity.com,Harrah's Atlantic City,Harrah's Atlantic City,Harrah's Entertainment,Unknown,Wikipedia
harrahscasinotunica.com,Harrah's Casino Tunica,Harrah's Casino Tunica,Harrah's Entertainment,Unknown,Wikipedia
harrahscherokee.com,Harrah's Cherokee,Harrah's Cherokee,Harrah's Entertainment,Unknown,Wikipedia
harrahscherokeevalleyriver.com,Harrah's Cherokee Valley River,Harrah's Cherokee Valley River,Harrah's Entertainment,Unknown,Wikipedia
harrahslaketahoe.com,Harrah's Lake Tahoe,Harrah's Lake Tahoe,Harrah's Entertainment,Unknown,Wikipedia
harrahslasvegas.com,Harrah's Las Vegas,Harrah's Las Vegas,Harrah's Entertainment,Unknown,Wikipedia
harrahslaughlin.com,Harrah's Laughlin,Harrah's Laughlin,Harrah's Entertainment,Unknown,Wikipedia
harrahsphiladelphia.com,Harrah's Philadelphia,Harrah's Philadelphia,Harrah's Entertainment,Unknown,Wikipedia
harrahsreno.com,Harrah's Reno,Harrah's Reno,Harrah's Entertainment,Unknown,Wikipedia
harrahsresortsoutherncalifornia.com,Harrah's Resort Southern California,Harrah's Resort Southern California,Harrah's Entertainment,Unknown,Wikipedia
horseshoegamingholdingcorporation.com,Horseshoe Gaming Holding Corporation,Horseshoe Gaming Holding Corporation,Harrah's Entertainment,Unknown,Wikipedia
jespersenvharrahsoperating.com,Jespersen v. Harrah's Operating,Jespersen v. Harrah's Operating Co.,Harrah's Entertainment,Unknown,Wikipedia
janjonesblackhurst.com,Jan Jones Blackhurst,Jan Jones Blackhurst,Harrah's Entertainment,Unknown,Wikipedia
jeffreypollack.com,Jeffrey Pollack,Jeffrey Pollack,Harrah's Entertainment,Unknown,Wikipedia
tunicaroadhousehotel.com,Tunica Roadhouse Hotel,Tunica Roadhouse Hotel,Harrah's Entertainment,Unknown,Wikipedia
worldseriesofpoker.com,World Series of Poker,World Series of Poker,Harrah's Entertainment,Unknown,Wikipedia
kkr.com,KKR &,KKR & Co.,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
academysportsoutdoors.com,Academy Sports + Outdoors,Academy Sports + Outdoors,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
accell.com,Accell,Accell,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
accionaenerga.com,Acciona Energía,Acciona Energía,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
allianceboots.com,Alliance Boots,Alliance Boots,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
alludo.com,Alludo,Alludo,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
americasbestcontactseyeglasses.com,America's Best Contacts & Eyeglasses,America's Best Contacts & Eyeglasses,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
anchoragedigital.com,Anchorage Digital,Anchorage Digital,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
applovin.com,AppLovin,AppLovin,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
aricent.com,Aricent,Aricent,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
arnotts.com,Arnott's,Arnott's Group,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
australianvenue.com,Australian Venue,Australian Venue Co.,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
avantcompany.com,Avant (company),Avant (company),Kohlberg Kravis Roberts companies,Unknown,Wikipedia
avantus.com,Avantus,Avantus,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
axelspringerse.com,Axel Springer SE,Axel Springer SE,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
barracudanetworks.com,Barracuda Networks,Barracuda Networks,Thoma Bravo companies,Unknown,Wikipedia
beatricefoods.com,Beatrice Foods,Beatrice Foods,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
belk.com,Belk,Belk,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
bigtable.com,Big Table,The Big Table Group,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
biomet.com,Biomet,Biomet,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
blic.com,Blic,Blic,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
bmgrightsmanagement.com,BMG Rights Management,BMG Rights Management,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
bootscompany.com,Boots (company),Boots (company),Kohlberg Kravis Roberts companies,Unknown,Wikipedia
bordencompany.com,Borden (company),Borden (company),Kohlberg Kravis Roberts companies,Unknown,Wikipedia
bordendairy.com,Borden Dairy,Borden Dairy,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
bountiful.com,Bountiful,The Bountiful Company,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
box.com,"Box,","Box, Inc.",Kohlberg Kravis Roberts companies,Unknown,Wikipedia
calisen.com,Calisen,Calisen,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
capitalsafety.com,Capital Safety,Capital Safety,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
capsugel.com,Capsugel,Capsugel,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
cardenassupermarket.com,Cardenas (supermarket),Cardenas (supermarket),Kohlberg Kravis Roberts companies,Unknown,Wikipedia
carsdirect.com,CarsDirect,CarsDirect,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
caruna.com,Caruna,Caruna,OMERS companies,Unknown,Wikipedia
centerplate.com,Centerplate,Centerplate,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
cherwellsoftware.com,Cherwell Software,Cherwell Software,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
cleanaway.com,Cleanaway,Cleanaway,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
cloudera.com,Cloudera,Cloudera,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
coastalgaslinkpipeline.com,Coastal GasLink pipeline,Coastal GasLink pipeline,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
cognita.com,Cognita,Cognita,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
colonialfirststate.com,Colonial First State,Colonial First State,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
colonialpipeline.com,Colonial Pipeline,Colonial Pipeline,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
coloniecenter.com,Colonie Center,Colonie Center,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
contourglobal.com,ContourGlobal,ContourGlobal,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
crossriverbank.com,Cross River Bank,Cross River Bank,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
cyrusone.com,CyrusOne,CyrusOne,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
delmontefoods.com,Del Monte Foods,Del Monte Foods,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
demag.com,Demag,Demag,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
dollargeneral.com,Dollar General,Dollar General,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
endeavorcompany.com,Endeavor (company),Endeavor (company),Silver Lake (investment firm) companies,Unknown,Wikipedia
energyfuture.com,Energy Future,Energy Future Holdings,TPG Capital companies,Unknown,Wikipedia
envisionhealthcare.com,Envision Healthcare,Envision Healthcare,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
ermconsultancy.com,ERM (consultancy),ERM (consultancy),Kohlberg Kravis Roberts companies,Unknown,Wikipedia
fgsglobal.com,FGS Global,FGS Global,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
firstdata.com,First Data,First Data,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
fiserv.com,Fiserv,Fiserv,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
fleetfarm.com,Fleet Farm,Fleet Farm,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
florafood.com,Flora Food,Flora Food Group,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
fredmeyer.com,Fred Meyer,Fred Meyer,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
gibsonguitarcompany.com,Gibson (guitar company),Gibson (guitar company),Kohlberg Kravis Roberts companies,Unknown,Wikipedia
godaddy.com,GoDaddy,GoDaddy,Silver Lake (investment firm) companies,Unknown,Wikipedia
gojek.com,Gojek,Gojek,Warburg Pincus companies,Unknown,Wikipedia
goodhairday.com,Good Hair Day,Good Hair Day,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
greensky.com,GreenSky,GreenSky,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
hensoldt.com,Hensoldt,Hensoldt,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
houdailleindustries.com,Houdaille Industries,Houdaille Industries,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
hyperoptic.com,Hyperoptic,Hyperoptic,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
icon.com,ICON,ICON PLC,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
indigrid.com,IndiGrid,IndiGrid,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
ingersollrand.com,Ingersoll Rand,Ingersoll Rand,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
internetbrands.com,Internet Brands,Internet Brands,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
jioplatforms.com,Jio Platforms,Jio Platforms,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
johnlaing.com,John Laing,John Laing Group,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
kanopy.com,Kanopy,Kanopy,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
kion.com,KION,KION Group,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
landisgyr.com,Landis+Gyr,Landis+Gyr,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
latitudefinancialservices.com,Latitude Financial Services,Latitude Financial Services,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
legrandcompany.com,Legrand (company),Legrand (company),Kohlberg Kravis Roberts companies,Unknown,Wikipedia
lenskart.com,Lenskart,Lenskart,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
leonine.com,Leonine,Leonine Holding,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
lgc.com,LGC,LGC Ltd,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
lighthouselearning.com,Lighthouse Learning,Lighthouse Learning,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
livspace.com,Livspace,Livspace,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
longviewpowerplant.com,Longview Power Plant,Longview Power Plant,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
marellieurope.com,Marelli Europe,Marelli Europe,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
marelli.com,Marelli,Marelli Holdings,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
marshallwace.com,Marshall Wace,Marshall Wace,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
masan.com,Masan,Masan Group,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
maxhealthcare.com,Max Healthcare,Max Healthcare,Warburg Pincus companies,Unknown,Wikipedia
maxeda.com,Maxeda,Maxeda,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
metabo.com,Metabo,Metabo,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
mipueblofoodcenter.com,Mi Pueblo Food Center,Mi Pueblo Food Center,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
moderndairy.com,Modern Dairy,Modern Dairy,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
mtuaeroengines.com,MTU Aero Engines,MTU Aero Engines,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
necsoftwaresolutions.com,NEC Software Solutions,NEC Software Solutions,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
nessdigitalengineering.com,Ness Digital Engineering,Ness Digital Engineering,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
nexon.com,Nexon,Nexon,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
nielsen.com,Nielsen,Nielsen Holdings,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
nielsenmediaresearch.com,Nielsen Media Research,Nielsen Media Research,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
oasisshoppingcentre.com,Oasis Shopping Centre,Oasis Shopping Centre,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
optiv.com,Optiv,Optiv,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
orientalbrewery.com,Oriental Brewery,Oriental Brewery,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
outsystems.com,OutSystems,OutSystems,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
overdrive.com,"OverDrive,","OverDrive, Inc.",Kohlberg Kravis Roberts companies,Unknown,Wikipedia
ovhcloud.com,OVHcloud,OVHcloud,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
peppermoney.com,Pepper Money,Pepper Money,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
petsathome.com,Pets at Home,Pets at Home,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
pharmerica.com,PharMerica,PharMerica,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
pioneerdj.com,Pioneer DJ,Pioneer DJ,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
portaventuraworld.com,PortAventura World,PortAventura World,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
prosieben.com,ProSieben,ProSieben,Permira companies,Unknown,Wikipedia
prosiebensat1media.com,ProSiebenSat.1 Media,ProSiebenSat.1 Media,Permira companies,Unknown,Wikipedia
queenslandairports.com,Queensland Airports,Queensland Airports,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
randalls.com,Randalls,Randalls,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
rbmedia.com,RBMedia,RBMedia,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
relianceretail.com,Reliance Retail,Reliance Retail,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
rentpath.com,RentPath,RentPath,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
ritchiestransport.com,Ritchies Transport,Ritchies Transport,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
rjrnabis.com,RJR Nabis,RJR Nabisco,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
safeway.com,Safeway,Safeway,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
sbsbroadcasting.com,SBS Broadcasting,SBS Broadcasting Group,Permira companies,Unknown,Wikipedia
seiyu.com,Seiyu,Seiyu Group,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
selectacompany.com,Selecta (company),Selecta (company),Kohlberg Kravis Roberts companies,Unknown,Wikipedia
simonschuster.com,Simon & Schuster,Simon & Schuster,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
skydancemedia.com,Skydance Media,Skydance Media,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
smartmeteringsystems.com,Smart Metering Systems,Smart Metering Systems,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
sofitelsydneywentworth.com,Sofitel Sydney Wentworth,Sofitel Sydney Wentworth,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
sonos.com,Sonos,Sonos,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
southstaffordshirewater.com,South Staffordshire Water,South Staffordshire Water,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
spaldingcompany.com,Spalding (company),Spalding (company),Kohlberg Kravis Roberts companies,Unknown,Wikipedia
sparkinfrastructure.com,Spark Infrastructure,Spark Infrastructure,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
storercommunications.com,Storer Communications,Storer Communications,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
sunmicrosystems.com,Sun Microsystems,Sun Microsystems,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
sungardavailabilityservices.com,Sungard Availability Services,Sungard Availability Services,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
svpworldwide.com,SVP Worldwide,SVP Worldwide,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
talpatv.com,Talpa TV,Talpa TV,Permira companies,Unknown,Wikipedia
tarkett.com,Tarkett,Tarkett,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
tasc.com,"TASC,","TASC, Inc.",Kohlberg Kravis Roberts companies,Unknown,Wikipedia
telxius.com,Telxius,Telxius,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
trainline.com,Trainline,Trainline,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
trainlineeu.com,Trainline EU,Trainline EU,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
transworldcorporation.com,Trans World Corporation,Trans World Corporation,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
transphorm.com,Transphorm,Transphorm,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
txuenergy.com,TXU Energy,TXU Energy,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
ultimatefightingchampionship.com,Ultimate Fighting Championship,Ultimate Fighting Championship,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
unitedenvirotech.com,United Envirotech,United Envirotech,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
united.com,United,United Group,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
usfoods.com,US Foods,US Foods,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
vinhomes.com,Vinhomes,Vinhomes,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
viridor.com,Viridor,Viridor,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
visma.com,Visma,Visma,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
vroomdreesmann.com,Vroom & Dreesmann,Vroom & Dreesmann,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
webmd.com,WebMD,WebMD,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
wella.com,Wella,Wella,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
willis.com,Willis,Willis Group,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
wincornixdorf.com,Wincor Nixdorf,Wincor Nixdorf,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
winoa.com,Winoa,Winoa,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
wolt.com,Wolt,Wolt,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
wometcoenterprises.com,Wometco Enterprises,Wometco Enterprises,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
wometcohometheater.com,Wometco Home Theater,Wometco Home Theater,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
wtcwharf.com,WTC Wharf,WTC Wharf,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
yorktowncenter.com,Yorktown Center,Yorktown Center,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
zuffa.com,Zuffa,Zuffa,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
zwift.com,Zwift,Zwift,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
asurion.com,Asurion,Asurion,Providence Equity Partners companies,Unknown,Wikipedia
bolthousefarms.com,Bolthouse Farms,Bolthouse Farms,Madison Dearborn Partners companies,Unknown,Wikipedia
familychristianstores.com,Family Christian Stores,Family Christian Stores,Madison Dearborn Partners companies,Unknown,Wikipedia
firstchicagomethod.com,First Chicago method,First Chicago method,Madison Dearborn Partners companies,Unknown,Wikipedia
greatlakesdredgeanddock.com,Great Lakes Dredge and Dock,Great Lakes Dredge and Dock Company,Madison Dearborn Partners companies,Unknown,Wikipedia
lafitness.com,LA Fitness,LA Fitness,Madison Dearborn Partners companies,Unknown,Wikipedia
mitchellsfishmarket.com,Mitchell's Fish Market,Mitchell's Fish Market,Madison Dearborn Partners companies,Unknown,Wikipedia
nationalwholesaleliquidators.com,National Wholesale Liquidators,National Wholesale Liquidators,Madison Dearborn Partners companies,Unknown,Wikipedia
ruthschrissteakhouse.com,Ruth's Chris Steak House,Ruth's Chris Steak House,Madison Dearborn Partners companies,Unknown,Wikipedia
ruthshospitality.com,Ruth's Hospitality,Ruth's Hospitality Group,Madison Dearborn Partners companies,Unknown,Wikipedia
televisaunivision.com,TelevisaUnivision,TelevisaUnivision,TPG Capital companies,Unknown,Wikipedia
topps.com,Topps,Topps,Madison Dearborn Partners companies,Unknown,Wikipedia
transunion.com,TransUnion,TransUnion,Madison Dearborn Partners companies,Unknown,Wikipedia
yankeecandle.com,Yankee Candle,Yankee Candle,Madison Dearborn Partners companies,Unknown,Wikipedia
alectra.com,Alectra,Alectra,OMERS companies,Unknown,Wikipedia
bpcgenerationinfrastructuretrust.com,BPC Generation Infrastructure Trust,BPC Generation Infrastructure Trust,OMERS companies,Unknown,Wikipedia
brex.com,Bre-X,Bre-X,OMERS companies,Unknown,Wikipedia
brucepower.com,Bruce Power,Bruce Power,OMERS companies,Unknown,Wikipedia
ellevio.com,Ellevio,Ellevio,OMERS companies,Unknown,Wikipedia
marketwired.com,Marketwired,Marketwired,OMERS companies,Unknown,Wikipedia
sgncompany.com,SGN (company),SGN (company),OMERS companies,Unknown,Wikipedia
armacell.com,Armacell,Armacell,PAI Partners companies,Unknown,Wikipedia
asmodee.com,Asmodee,Asmodee,PAI Partners companies,Unknown,Wikipedia
ecotonecompany.com,Ecotone (company),Ecotone (company),PAI Partners companies,Unknown,Wikipedia
froneri.com,Froneri,Froneri,PAI Partners companies,Unknown,Wikipedia
nakedjuice.com,Naked Juice,Naked Juice,PAI Partners companies,Unknown,Wikipedia
tendam.com,Tendam,Tendam,Permira companies,Unknown,Wikipedia
veonet.com,Veonet,Veonet,PAI Partners companies,Unknown,Wikipedia
all3media.com,All3Media,All3Media,Permira companies,Unknown,Wikipedia
bestsecretgmbh.com,Best Secret GmbH,Best Secret GmbH,Permira companies,Unknown,Wikipedia
borsodchem.com,BorsodChem,BorsodChem,Permira companies,Unknown,Wikipedia
hugoboss.com,Hugo Boss,Hugo Boss,Permira companies,Unknown,Wikipedia
cambrexcorporation.com,Cambrex Corporation,Cambrex Corporation,Permira companies,Unknown,Wikipedia
ciscovideoscape.com,Cisco Videoscape,Cisco Videoscape,Permira companies,Unknown,Wikipedia
cognis.com,Cognis,Cognis,Permira companies,Unknown,Wikipedia
debitel.com,Debitel,Debitel,Permira companies,Unknown,Wikipedia
dinosol.com,DinoSol,DinoSol,Permira companies,Unknown,Wikipedia
drmartens.com,Dr. Martens,Dr. Martens,Permira companies,Unknown,Wikipedia
ebayenterprise.com,EBay Enterprise,EBay Enterprise,Permira companies,Unknown,Wikipedia
edreams.com,EDreams,EDreams,Permira companies,Unknown,Wikipedia
edreamsodigeo.com,EDreams ODIGEO,EDreams ODIGEO,Permira companies,Unknown,Wikipedia
evelynpartners.com,Evelyn Partners,Evelyn Partners,Warburg Pincus companies,Unknown,Wikipedia
ferretti.com,Ferretti,Ferretti Group,Permira companies,Unknown,Wikipedia
fostershollywood.com,Foster's Hollywood,Foster's Hollywood,Permira companies,Unknown,Wikipedia
galabingo.com,Gala Bingo,Gala Bingo,Permira companies,Unknown,Wikipedia
genesyscompany.com,Genesys (company),Genesys (company),Permira companies,Unknown,Wikipedia
hoggrobinson.com,Hogg Robinson,Hogg Robinson Group,Permira companies,Unknown,Wikipedia
iglo.com,Iglo,Iglo,Permira companies,Unknown,Wikipedia
intelligrated.com,Intelligrated,Intelligrated,Permira companies,Unknown,Wikipedia
jetaviation.com,Jet Aviation,Jet Aviation,Permira companies,Unknown,Wikipedia
justgroup.com,Just Group,Just Group plc,Permira companies,Unknown,Wikipedia
legalzoom.com,LegalZoom,LegalZoom,Permira companies,Unknown,Wikipedia
littlechef.com,Little Chef,Little Chef,Permira companies,Unknown,Wikipedia
lytx.com,Lytx,Lytx,Permira companies,Unknown,Wikipedia
magento.com,Magento,Magento,Permira companies,Unknown,Wikipedia
mcafee.com,McAfee,McAfee,Permira companies,Unknown,Wikipedia
mimecast.com,Mimecast,Mimecast,Permira companies,Unknown,Wikipedia
minted.com,Minted,Minted,Permira companies,Unknown,Wikipedia
netafim.com,Netafim,Netafim,Permira companies,Unknown,Wikipedia
nomadfoods.com,Nomad Foods,Nomad Foods,Permira companies,Unknown,Wikipedia
principalhotel.com,Principal Hotel,Principal Hotel Company,Permira companies,Unknown,Wikipedia
renaissancelearning.com,Renaissance Learning,Renaissance Learning,Permira companies,Unknown,Wikipedia
tilney.com,Tilney,Tilney Ltd.,Warburg Pincus companies,Unknown,Wikipedia
skydeutschland.com,Sky Deutschland,Sky Deutschland,Permira companies,Unknown,Wikipedia
squarespace.com,Squarespace,Squarespace,Permira companies,Unknown,Wikipedia
synamedia.com,Synamedia,Synamedia,Permira companies,Unknown,Wikipedia
teamviewercompany.com,TeamViewer (company),TeamViewer (company),Permira companies,Unknown,Wikipedia
telepizza.com,Telepizza,Telepizza,Permira companies,Unknown,Wikipedia
teracodataenvironments.com,Teraco Data Environments,Teraco Data Environments,Permira companies,Unknown,Wikipedia
travelodgebritishcompany.com,Travelodge (British company),Travelodge (British company),Permira companies,Unknown,Wikipedia
tredair.com,Tredair,Tredair,Permira companies,Unknown,Wikipedia
valentinofashion.com,Valentino Fashion,Valentino Fashion Group,Permira companies,Unknown,Wikipedia
valentinofashionhouse.com,Valentino (fashion house),Valentino (fashion house),Permira companies,Unknown,Wikipedia
zendesk.com,Zendesk,Zendesk,Permira companies,Unknown,Wikipedia
autotradercom.com,Autotrader.com,Autotrader.com,Providence Equity Partners companies,Unknown,Wikipedia
canaldigitaal.com,Canal Digitaal,Canal Digitaal,Providence Equity Partners companies,Unknown,Wikipedia
digiturk.com,Digiturk,Digiturk,Providence Equity Partners companies,Unknown,Wikipedia
edline.com,Edline,Edline,Providence Equity Partners companies,Unknown,Wikipedia
edmentum.com,Edmentum,Edmentum,Providence Equity Partners companies,Unknown,Wikipedia
ideacellular.com,Idea Cellular,Idea Cellular,Providence Equity Partners companies,Unknown,Wikipedia
kerasotestheatres.com,Kerasotes Theatres,Kerasotes Theatres,Providence Equity Partners companies,Unknown,Wikipedia
newporttelevision.com,Newport Television,Newport Television,Providence Equity Partners companies,Unknown,Wikipedia
nextag.com,NexTag,NexTag,Providence Equity Partners companies,Unknown,Wikipedia
tlsat.com,Télésat,Télésat,Providence Equity Partners companies,Unknown,Wikipedia
vodafonedeutschland.com,Vodafone Deutschland,Vodafone Deutschland,Providence Equity Partners companies,Unknown,Wikipedia
vodafoneidea.com,Vodafone Idea,Vodafone Idea,Providence Equity Partners companies,Unknown,Wikipedia
yesnetwork.com,YES Network,YES Network,Providence Equity Partners companies,Unknown,Wikipedia
aleaguemen.com,A-League Men,A-League Men,Silver Lake (investment firm) companies,Unknown,Wikipedia
aleaguewomen.com,A-League Women,A-League Women,Silver Lake (investment firm) companies,Unknown,Wikipedia
alibaba.com,Alibaba,Alibaba Group,Silver Lake (investment firm) companies,Unknown,Wikipedia
chaoticmoonstudios.com,Chaotic Moon Studios,Chaotic Moon Studios,Silver Lake (investment firm) companies,Unknown,Wikipedia
dell.com,Dell,Dell,Silver Lake (investment firm) companies,Unknown,Wikipedia
delltechnologies.com,Dell Technologies,Dell Technologies,Silver Lake (investment firm) companies,Unknown,Wikipedia
enterasysnetworks.com,Enterasys Networks,Enterasys Networks,Silver Lake (investment firm) companies,Unknown,Wikipedia
fanatics.com,"Fanatics,","Fanatics, Inc.",Silver Lake (investment firm) companies,Unknown,Wikipedia
housefulcompany.com,Houseful (company),Houseful (company),Silver Lake (investment firm) companies,Unknown,Wikipedia
imgcompany.com,IMG (company),IMG (company),Silver Lake (investment firm) companies,Unknown,Wikipedia
interactivedatacorporation.com,Interactive Data Corporation,Interactive Data Corporation,Warburg Pincus companies,Unknown,Wikipedia
motorolasolutions.com,Motorola Solutions,Motorola Solutions,Silver Lake (investment firm) companies,Unknown,Wikipedia
redventures.com,Red Ventures,Red Ventures,Silver Lake (investment firm) companies,Unknown,Wikipedia
